Copyright;ARTOTHEK_Bildnummer;Caption = Bildtitel;Keywords;Keywords II;Fulltext Keywords;Orientation;Künstler;Standort;Technik;
Christie's Images Ltd/ARTOTHEK;45393;Bei Gericht.;Octavien,18. Jahrhundert,François,Öl/Lwd.,1695-1736,Christie's Images Ltd,Francois,zugeschrieben;Francois Octavien,zugeschrieben,Architektur,Gerichtssaal,Gericht,Gruppe,Beruf,Männer,Gerichtsverhandlung,Roben,Richter,Justiz;1695-1736,Architektur,bei,Beruf,Francois,François,Gericht,Gerichtssaal,Gerichtsverhandlung,Gruppe,Justiz,Maenner,Männer,Octavien,Richter,Roben,zugeschrieben;Querformat;Octavien, François;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45392;Geburt Christi. 1741;Franz Christoph,Öl/Kupfer,Janneck,18. Jahrhundert,Christie's Images Ltd,1703-1761;Franz Christoph Janneck,Weihnachten,Engel,Jesuskind,Christkind,Maria,Joseph,Hirten,Anbetung,himmlisch,Nacht,Kupfer,Krippe,anbeten,lobpreisen,Stall,Licht,Christentum,Gloria in excelsis Deo;1703-1761,1741,anbeten,Anbetung,Christenheit,Christentum,Christi,Christkind,christlich,christliche,christlichem,christlichen,christlicher,Christliches,Christoph,Christuskind,Deo,Engel,excelsis,Frans,Franz,Geburt,Gloria,himmlisch,Hirten,in,Janneck,Jesuskind,Josef,Joseph,Jozsef,József,Krippe,Kupfer,Licht,lobpreisen,Maria,Nacht,nachts,Öl/Kupfer,Stall,Weihnachten;Hochformat;Janneck, Franz Christoph;Christie's Images Ltd;Öl/Kupfer;
Christie's Images Ltd/ARTOTHEK;45391;Ein musizierendes Paar in einer Landschaft.;18. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Nicolas,1690-1745,Lancret;Nicolas Lancret,musizieren,Musik,Mann,Frau,Paar,singen,Sängerin,Flöte,Flötist,rot,blau,Notenblatt,jung;1690-1745,blau,Blaue,blauem,blauer,Blaues,ein,einer,Flöte,Flötist,Frau,Frauen,in,Jung,Junge,jungen,junger,Junges,Lancret,Landschaft,Mann,Musik,Musizieren,musizierendes,Nicolas,Notenblatt,Paar,Rot,Rote,rotem,Roten,Roter,Rotes,Sängerin,singen,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Lancret, Nicolas;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45388;Venus bittet Vulkan um Waffen für Aeneas.;Jean,18. Jahrhundert,Öl/Lwd.,Mythologie,1692-1768,Christie's Images Ltd,Hans,Restout;Jean II Restout,Aeneas,Waffen,Schmiede,Vulkan,Venus,Halbakt,Brust,Mann,Männer,Frau,Göttin,Götter,Amor,Pfeil,Rücken;1692-1768,Aeneas,Amor,bittet,Brust,Frau,Frauen,Für,Goetter,Götter,Göttin,Halbakt,Hans,II,Jean,Maenner,Mann,Männer,Mythologie,Pfeil,Restout,Rücken,Schmiede,Um,Venus,Vulkan,Waffen,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Restout, Jean;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45387;Aeneas folgt Helena in den Tempel der Vesta.;19. Jahrhundert,18. Jahrhundert,Lacour (Delacour),Öl/Lwd.,Mythologie,Christie's Images Ltd,1745-1814,Pierre;Pierre Lacour,Delacour,Vestatempel,Aeneas,Helena,Tempel der Vesta,Rauch,Geste,Gesten,Fingerzeig,Frau,Mann,Helm,folgen,Rauch,Schrittstellung,erhobene Arme;1745-1814,19,Aeneas,arme,Delacour,den,der,erhobene,Fingerzeig,Folgen,folgt,Frau,Frauen,Geste,Gesten,Helena,Helm,in,Lacour,Mann,Mythologie,Pierre,Rauch,schrittstellung,Tempel,Vesta,Vestatempel,weiblich,Weibliche,Weiblicher,Weibliches;Querformat;Lacour (Delacour), Pierre;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45386;Kopf eines Jungen.;Antoine,18. Jahrhundert,1661-1722,Schwarze Kreide,Christie's Images Ltd,Rötel und Pastell,Coypel;Antoine Coypel,Kopf,Gesicht,Junge,Jungengesicht,Engelsgesicht,Engel,Pastell,wegsehen,Haarband,lieblich,Unschuld,Zeichnung,lächeln,Stirnband;1661-1722,Antoine,Coypel,eines,Engel,Engelsgesicht,Gesicht,Haarband,Jung,Junge,jungen,Jungengesicht,junger,Junges,Kopf,Kreide,lächeln,lächelnd,laecheln,laechelnd,lieblich,Pastell,Roetel,Rötel,Schwarz,Schwarze,schwarzem,schwarzer,Schwarzes,Stirnband,und,Unschuld,wegsehen,Zeichnung;Hochformat;Coypel, Antoine;Christie's Images Ltd;Schwarze Kreide;
Christie's Images Ltd/ARTOTHEK;45385;Porträt eines Mannes im Profil, möglicherweise Voltaire.;Chodowiecki,18. Jahrhundert,Christie's Images Ltd,Roetel,1726-1801,Rötel,Daniel;Daniel Nikolaus Chodowiecki,Brustbild,Mann,alt,alter,Greis,Hut,Kopfbedeckung,Rötel,Rötelzeichnung,Voltaire,zahnlos;1726-1801,Alt,Alte,Alter,Altes,Bildnis,Brustbild,Chodowiecki,Daniel,eines,Greis,Hut,im,Kopfbedeckung,Mann,Mannes,moeglicherweise,möglicherweise,Nikolaus,Portraet,Portrait,Porträt,Profil,Roetel,Rötel,Rötelzeichnung,Voltaire,zahnlos;Hochformat;Chodowiecki, Daniel;Christie's Images Ltd;Rötel;
Christie's Images Ltd/ARTOTHEK;45384;Porträt von König Ludwig XV (ein Trompe-l'?il Medaillon).;Bildnis,Henri,Porträt,Roland de la Porte,18. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Portraet,Portrait,1724-1793;Henri Horace Roland de la Porte,Porträtmedaillon,König Ludwig XV,Frankreich,Profil,weiß,Perücke,trompe l'oeil,Medaillon,oval,Lorbeerkranz;1724-1793,Bildnis,ein,Frankreich,franz?sisch,franzoesisch,Französisch,französische,Französischer,Französisches,Henri,Horace,Koenig,König,l'oeil,Lorbeerkranz,Ludwig,Medaillon,Oval,Perücke,Porte,Portraet,Portraetmedaillon,Portrait,Porträt,Porträtmedaillon,Profil,Roland,Trompe,Trompe-l'?il,Trompe-l'oil,von,Weiss,Weisse,weißem,weißer,Weißes,XV;Hochformat;Roland de la Porte, Henri;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45383;Personifikation der Literatur. (Eines von vier Gemälden mit Personifikationen der Künste, siehe auch Bildnummern 45380-45382;18. Jahrhundert,Jean Honoré,Öl/Lwd.,Fragonard,Christie's Images Ltd,1732-1806,zugeschrieben;Jean-Honore Fragonard,zugeschrieben,Feder,Schreibfeder,Frau,Personifikation,Literatur,schreiben,Lyra,Künste,Kunst;1732-1806,45380-45382,Auch,Bildnummern,der,eines,Feder,Fragonard,Frau,Frauen,Gemaelden,Gemälden,Hans,Honore,Honoré,Jean,Jean-Honore,Kunst,Künste,Literatur,Lyra,mit,Personifikation,Personifikationen,Schreiben,Schreibfeder,siehe,vier,von,weiblich,Weibliche,Weiblicher,Weibliches,zugeschrieben;Querformat;Fragonard, Jean Honoré;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45382;Personifikation der Malerei. (Eines von vier Gemälden mit Personifikationen der Künste, siehe auch Bildnummern 45380, 45381 und 45383);18. Jahrhundert,Jean Honoré,Öl/Lwd.,Fragonard,Christie's Images Ltd,1732-1806,zugeschrieben;Jean-Honore Fragonard,Gemälde,Palette,Kreativität,Frau,Pinsel,Personifikation,Staffelei,liegen,himmlisch,Malerei,Kunst;1732-1806,45380,45381,45383,Auch,Bildnummern,der,eines,Fragonard,Frau,Frauen,Gemaelde,Gemaelden,Gemälde,Gemälden,Hans,himmlisch,Honore,Honoré,Jean,Jean-Honore,Kreativitaet,Kreativität,Kunst,Künste,liegen,Malerei,mit,Palette,Personifikation,Personifikationen,Pinsel,siehe,Staffelei,und,vier,von,weiblich,Weibliche,Weiblicher,Weibliches,zugeschrieben;Querformat;Fragonard, Jean Honoré;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45381;Personifikation der Skulptur. (Eines von vier Gemälden mit Personifikationen der Künste, siehe auch Bildnummern 45380, 45382 und 45383);18. Jahrhundert,Jean Honoré,Öl/Lwd.,Fragonard,Christie's Images Ltd,1732-1806,zugeschrieben;Jean-Honore Fragonard,Meißel,Kreativität,Hammer,Skulptur,Bildhauerei,Frau,Personifikation,Skulptur,Büste,gelb;1732-1806,45380,45382,45383,Auch,Bildhauerei,Bildnummern,Bueste,Büste,der,eines,Fragonard,Frau,Frauen,gelb,Gelbe,gelbem,gelber,Gelbes,Gemaelden,Gemälden,Hammer,Hans,Honore,Honoré,Jean,Jean-Honore,Kreativitaet,Kreativität,Künste,Meißel,mit,Personifikation,Personifikationen,siehe,Skulptur,und,vier,von,weiblich,Weibliche,Weiblicher,Weibliches,zugeschrieben;Querformat;Fragonard, Jean Honoré;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45380;Personifikation der Musik. (Eines von vier Gemälden mit Personifikationen der Künste, siehe auch Bildnummern 45381-45383);18. Jahrhundert,Jean Honoré,Öl/Lwd.,Fragonard,Christie's Images Ltd,1732-1806,zugeschrieben;Jean-Honore Fragonard,blau,Wolke,auf der Seite liegen,Leier,Frau,Musik,Frau,blass,Rosenkranz,Flöte,Noten;1732-1806,45381-45383,Auch,auf,Bildnummern,blass,blau,Blaue,blauem,blauer,Blaues,der,eines,Flöte,Fragonard,Frau,Frauen,Gemaelden,Gemälden,Hans,Honore,Honoré,Jean,Jean-Honore,Künste,Leier,liegen,mit,Musik,Noten,Personifikation,Personifikationen,Rosenkranz,Seite,siehe,vier,von,weiblich,Weibliche,Weiblicher,Weibliches,Wolke,zugeschrieben;Querformat;Fragonard, Jean Honoré;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45363;Joseph mit dem Jesuskind.;1699-1749,Subleyras,Religion,18. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Werkstatt,Pierre;Pierre Subleyras,Werkstatt,Jesuskind,Christkind,Jesus Christus,Joseph,Vater;1699-1749,Christkind,Christus,Christuskind,dem,Jesus,Jesuskind,Josef,Joseph,Jozsef,József,mit,Pierre,Religion,Subleyras,Vater,Werkstatt;Hochformat;Subleyras, Pierre;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45362;Christus im Kornfeld. 1883;19. Jahrhundert,Öl/Lwd.,Dicksee,Christie's Images Ltd,Thomas Francis,1819-1895;Thomas Francis Dicksee,Jesus Christus,Kitsch,kitschig,Markusevangelium,Korn,Getreide,Kornfeld,Getreidefeld,Portrait,Sabbath,Heiligenschein,Ähre,victorianisch,ernsthaft;1819-1895,1883,19,Aehre,Ähre,Bildnis,Christus,Dicksee,ernsthaft,Francis,Getreide,Getreidefeld,Glorienschein,gloriole,Heiligenschein,im,Jesus,Kitsch,kitschig,Korn,Kornfeld,Markusevangelium,Nimbus,Portraet,Portrait,Porträt,Sabbath,Thomas,victorianisch;Hochformat;Dicksee, Thomas Francis;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45361;Nikodemus und Jesus.;19. Jahrhundert,1848-1911,Religion,Fritz von,Öl/Lwd.,Christie's Images Ltd,Uhde;Fritz von Uhde,Pharisäer,Jesus Christus,Gespräch,Dunkelheit,dunkel,zuhören,Lampe,Licht,nächtlicher Besuch,Nacht,spirituell;1848-1911,19,Besuch,Christus,Dunkel,Dunkelheit,Dunkle,dunkler,dunkles,Fritz,Gespräch,Jesus,Lampe,Licht,Nacht,Nächtlicher,nachts,Nikodemus,Pharisaeer,Pharisäer,Religion,spirituell,Uhde,und,von,Zuhören;Querformat;Uhde, Fritz von;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;45360;Der zwölfjährige Jesus im Tempel.;nach Heinrich Hoffmann,spätes 19. Jh./frühes 20. Jh.,KPM Porzellanbild,Christie's Images Ltd,Unbekannter Künstler;Jesus Christus unter den Schriftgelehrten,KPM,K P M,Porzellan,Kunsthandwerk,Kunstgewerbe,zwölf,zwölfjährig,Tempel,Jerusalem,Schriftgelehrte,Rabbiner,zuhören,Zuhörer,diskutieren,alte Männer,Weise;/fruehes,/frühes,19,20,Alt,Alte,Alter,Altes,Christus,den,der,diskutieren,Heinrich,Hoffmann,im,Jerusalem,Jesus,Jh,Jh.,K,KPM,Kunstgewerbe,Kunsthandwerk,Künstler,m,Maenner,Männer,nach,P,Porzellan,Porzellanbild,Rabbiner,Schriftgelehrte,Schriftgelehrten,spätes,Tempel,Unbekannter,unter,Weise,Zuhoerer,Zuhören,Zuhörer,zwoelfjaehrig,zwoelfjaehrige,zwölf,zwölfjährig,zwölfjährige;Querformat;Unbekannter Künstler;Christie's Images Ltd;KPM Porzellanbild;
Christie's Images Ltd/ARTOTHEK;45359;Die Rückkehr des verlorenen Sohnes. 1636;Radierung,Rembrandt van Rijn,Religion,17. Jahrhundert,Christie's Images Ltd,1606-1669;Rembrandt Harmensz. van Rijn,sich umarmen,Vater,Sohn,zurückkehren,willkommen heißen,Parabel,verlorener Sohn,Rückkehr,nach Hause,Vergebung,vergeben,christlich,Gleichnis,Heimkehr,Vaterliebe,Liebe,Versöhnung,Kniefall;1606-1669,1636,17,Christenheit,Christentum,christlich,christliche,christlichem,christlichen,christlicher,Christliches,des,Die,Gleichnis,Harmensz,Hause,Heimkehr,heißen,Kniefall,Liebe,nach,Parabel,Radierung,Religion,Rembrandt,Rijn,Rückkehr,sich,Sohn,Sohnes,umarmen,van,Vater,Vaterliebe,vergeben,Vergebung,verlorenen,Verlorener,Versöhnung,willkommen,zurückkehren,zurueckkehren;Hochformat;Rembrandt van Rijn;Christie's Images Ltd;Radierung;
Christie's Images Ltd/ARTOTHEK;45358;Christus heilt die Kranken. Das Hundertguldenblatt. Um 1649;Rembrandt van Rijn,Radierung und Kaltnadel,17. Jahrhundert,1606-1669,Christie's Images Ltd;Rembrandt van Rijn,Jesus Christus,Kranke,heilen,Hunderguldenblatt,Pharisäer,segnen,Kinder,Zuhörer,zuhören,predigen,Strahlenkranz,Heiligenschein,Zentrum,Mittelpunkt bilden,Schubkarre,Wunder;1606-1669,1649,17,bilden,Christus,Das,Die,Glorienschein,gloriole,heilen,Heiligenschein,heilt,Hunderguldenblatt,Hundertguldenblatt,Jesus,Kaltnadel,Kinder,kranke,kranken,Mittelpunkt,Nimbus,Pharisaeer,Pharisäer,predigen,Radierung,Rembrandt,Rijn,Schubkarre,segnen,Strahlenkranz,Um,und,van,Wunder,Zentrum,Zuhoerer,Zuhören,Zuhörer;Querformat;Rembrandt van Rijn;Christie's Images Ltd;Radierung und Kaltnadel;
Christie's Images Ltd/ARTOTHEK;45354;Nègreries Martinique. 1890;Paul,Gouache/Aquarell,1848-1903,19. Jahrhundert,Pinsel und schwarze Tusche,Christie's Images Ltd,Gauguin,Goldfarbe. Collage auf Papier;Paul Gauguin,Martinique,Südsee,Karibik,Urkultur,Eingeborene,Einheimische,Frau,Frauen,ursprünglich,Profil,Rücken,Rückenakt,flach,kräftige Farben,exotisch,Hautfarbe;1848-1903,1890,19,auf,Collage,Eingeborene,Einheimische,exotisch,Farben,flach,Frau,Frauen,Gauguin,Goldfarbe,Gouache/Aquarell,Hautfarbe,Karibik,kraeftige,kräftige,Martinique,Negreries,Nègreries,Papier,Paul,Pinsel,Profil,Rücken,Rückenakt,Schwarz,Schwarze,schwarzem,schwarzer,Schwarzes,Südsee,Tusche,und,Urkultur,ursprünglich,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Gauguin, Paul;Christie's Images Ltd;Gouache/Aquarell;
IMAGNO/Austrian Archives/ARTOTHEK;45313;Gartenweg mit Hühnern. 1916. 1945 auf Schloß Immendorf verbrannt.;Klimt,Gustav,Öl/Lwd.,Österreich,IMAGNO/Austrian Archives (AA),1862-1918;Blumen,blumenbeet,blüten,blühend,garten,hühner,huhn,idylle,gustav klimt,österreichisch,natur;1862-1918,1916,1945,AA,Archives,auf,bluehend,blühend,Blume,Blumen,Blumenbeet,Blüten,Garten,Gartenweg,Gustav,Huhn,Hühner,Hühnern,Idylle,idyllisch,IMAGNO/Austrian,Immendorf,Klimt,mit,Natur,oesterreichisch,Österreich,österreichisch,Schloß,verbrannt;Querformat;Klimt, Gustav;;Öl/Lwd.;
IMAGNO/ARTOTHEK;45310;Dame mit Muff. 1916/17.;ï¿½sterreich,Klimt,Gustav,i¿½sterreich,Öl/Lwd.,1862-1918,Privatsammlung;Gustav Klimt,Frau,Dame,Porträt,Pelz,Blick,Augen,Blickkontakt,österreichisch;1862-1918,1916/17,Augen,Bildnis,Blick,Blickkontakt,Dame,Frau,Frauen,Gustav,i¿½sterreich,ï¿½sterreich,Klimt,mit,Muff,oesterreichisch,österreichisch,Pelz,Portraet,Portrait,Porträt,Privatsammlung,weiblich,Weibliche,Weiblicher,Weibliches;Quadratisch;Klimt, Gustav;Privatsammlung;Öl/Lwd.;
IMAGNO/Austrian Archives/ARTOTHEK;45309;Die große Pappel II (Aufsteigendes Gewitter). 1902/03.;ï¿½sterreich,Klimt,Gustav,Museum Leopold,i¿½sterreich,Öl/Lwd.,Wien,1862-1918;gustav klimt,natur,landschaft,baum,pappel,himmel,wolken,bewölkt,bedrohlich;1862-1918,1902/03,aufsteigendes,Baum,bedrohlich,bewoelkt,bewölkt,Die,Gewitter,Große,Gustav,Himmel,i¿½sterreich,ï¿½sterreich,II,Klimt,Landschaft,Leopold,Museum,Natur,Pappel,Wien,Wolken;Hochformat;Klimt, Gustav;Wien, Museum Leopold;Öl/Lwd.;
Hans Hinz/ARTOTHEK;45229;Höhle von Lascaux. Decke des Divertikels: Ein Pferd und drei Kühe. 17.000 v. Chr.;Höhlenmalerei,Dordogne,Höhle von Lascaux,Hoehlenmalerei,Unbekannter Künstler;Lascaux, Höhle, Höhlenmalerei, Tiere, Tier, archaisch, urgeschichtlich, vorgeschichtlich,divertikel,pferd,kühe,Jungpaläolithikum,weltkulturerbe;000,17,archaisch,Chr,Decke,des,divertikel,Divertikels:,Dordogne,Drei,ein,Hoehlenmalerei,Höhle,Höhlenmalerei,Jungpalaeolithikum,Jungpaläolithikum,Kühe,Künstler,Lascaux,Pferd,tier,Tiere,Unbekannter,und,urgeschichtlich,v,von,vorgeschichtlich,Weltkulturerbe;Querformat;Unbekannter Künstler;Dordogne, Höhle von Lascaux;Höhlenmalerei;
Hans Hinz/ARTOTHEK;45220;Höhle von Lascaux. Großer Saal, linke Wand: Erster Stier, rotes Pferd und braune Pferde. Ca. 17.000 v. Chr.;Höhlenmalerei,Dordogne,Höhle von Lascaux,Hoehlenmalerei,Unbekannter Künstler;Lascaux, Höhle, Höhlenmalerei, Tiere, Tier, archaisch, urgeschichtlich, vorgeschichtlich,großer saal,stier,pferd,pferde,Jungpaläolithikum,weltkulturerbe;000,17,archaisch,braues,Braun,braune,braunem,brauner,ca,Chr,Dordogne,erster,Großer,Hoehlenmalerei,Höhle,Höhlenmalerei,Jungpalaeolithikum,Jungpaläolithikum,Künstler,Lascaux,linke,Pferd,Pferde,Rot,Rote,rotem,Roten,Roter,Rotes,Saal,Stier,tier,Tiere,Unbekannter,und,urgeschichtlich,v,von,vorgeschichtlich,Wand:,Weltkulturerbe;Querformat;Unbekannter Künstler;Dordogne, Höhle von Lascaux;Höhlenmalerei;
Christie's Images Ltd/ARTOTHEK;44137;Kleine Ärgerei zur Teestunde.;19. Jahrhundert,Francesco,Öl/Lwd.,Christie's Images Ltd,Vinea,1845-1902;Francesco Vinea,Vogel,Taube,lächeln,Ärgerei,ärgern,nach vorne beugen,Haube,tragen,Milchkännchen,Tasse,Teetasse,Frau,draußen,apricot,Rosenstrauch,seitlich,Teestunde,Tea Time,Tablett;1845-1902,19,Aergerei,aergern,apricot,Ärgerei,ärgern,beugen,Christie's,draußen,Francesco,Frau,Frauen,Haube,Images,Jahrhundert,kleine,lächeln,lächelnd,laecheln,laechelnd,Ltd,Milchkaennchen,Milchkännchen,nach,Öl/Lwd,Rosenstrauch,seitlich,Tablett,Tasse,Taube,tea,Teestunde,Teetasse,time,tragen,Vinea,Vogel,vorne,weiblich,Weibliche,Weiblicher,Weibliches,zur;Hochformat;Vinea, Francesco;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;43670;Frühlingslandschaft in Tegernsee. 1910;Öl/Lwd.,Christie's Images Ltd,August,20. Jahrhundert,1887-1914,Macke;August Macke,Frühling,Bayern,Alpen,Bayerische Alpen,Berg,Tegernsee,Kleinstadt,Zweig,Wallberg,Formreduzierung,Kolorismus,farbenfroh,farbig;1887-1914,1910,20,Alpen,August,Bayerisch,Bayerische,Bayerischer,bayerisches,Bayern,bayrisch,bayrische,bayrischer,Berg,Christie's,farbenfroh,farbig,Formreduzierung,Fruehling,Frühling,Frühlingslandschaft,Images,in,Jahrhundert,Kleinstadt,Kolorismus,Ltd,Macke,Öl/Lwd,Tegernsee,Wallberg,Zweig;Querformat;Macke, August;Christie's Images Ltd;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;42947;Vier Köpfergruppe Graublau, Folkwang-Studie III. 1928;Oskar,1888-1943,Schlemmer,Christie's Images Ltd,auf Lwd.,20. Jahrhundert,Öl und Tempera;Oskar Schlemmer,Folkwang Studie III,Bauhaus,vier,Figuren,Geisterhaft,Geister,grau,Gruppe,Köpfe,Männer,Mann,Frau,Fußgänger,Passanten,beziehungslos,wegdrehen,wegsehen,wegschauen,anonym,Anonymität;1888-1943,1928,20,Anonym,Anonymitaet,Anonymität,auf,Bauhaus,beziehungslos,Figuren,Folkwang,Folkwang-Studie,Frau,Frauen,Fussgaenger,Fußgänger,Geister,geisterhaft,grau,graublau,Gruppe,III,Koepfergruppe,Köpfe,Köpfergruppe,Lwd,Maenner,Mann,Männer,Öl,Oskar,Passanten,Schlemmer,Studie,Tempera,und,vier,wegdrehen,wegschauen,wegsehen,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Schlemmer, Oskar;Christie's Images Ltd;Öl und Tempera;
Christie's Images Ltd/ARTOTHEK;42946;Große Sitzendengruppe 1. 1931;Öl auf Rupfen,Oskar,1888-1943,Schlemmer,Christie's Images Ltd,20. Jahrhundert;Oskar Schlemmer,Figur,Figuren,Raum,Innenraum,fünf,beziehungslos,anteilnahmslos,Rückenfigur,Zopf,Stuhl,Stühle,sitzen,Mädchen,Frauen,modern,Bauhaus,Gruppe,Sitzgruppe;1,1888-1943,1931,20,anteilnahmslos,auf,Bauhaus,beziehungslos,Figur,Figuren,Frau,Frauen,fuenf,fünf,grosse,Gruppe,Innenraum,Interieur,Mädchen,Maedchen,Modern,Öl,Oskar,Raum,Rückenfigur,Rueckenfigur,Rupfen,Schlemmer,sitzen,Sitzendengruppe,Sitzgruppe,Stuehle,Stuhl,Stühle,weiblich,Weibliche,Weiblicher,Weibliches,Zopf;Hochformat;Schlemmer, Oskar;Christie's Images Ltd;Öl auf Rupfen;
Christie's Images Ltd/ARTOTHEK;42680;Die Taube.;1842-1933,19. Jahrhundert,Öl/Lwd.,Christie's Images Ltd,Hardy,Heywood;Heywood Hardy,Taube,Brieftaube,dressiert,Vogel,Haustier,Frau,erhobener Arm,Treppe,Garten,gelb,Gartenanlage,nach oben schauen,fliegen;1842-1933,19,Arm,blicken,Brieftaube,Christie's,Die,dressiert,erhobener,fliegen,Frau,Frauen,Garten,Gartenanlage,gelb,Gelbe,gelbem,gelber,Gelbes,Hardy,Haustier,Heywood,Images,Jahrhundert,Ltd,nach,oben,Öl/Lwd,Schauen,Sehen,Taube,Treppe,Vogel,weiblich,Weibliche,Weiblicher,Weibliches;Hochformat;Hardy, Heywood;Christie's Images Ltd;Öl/Lwd.;
Landesmuseum Hannover/ARTOTHEK;42218;Interieur, Strandgade 30. 1901.;Hannover,Hammershoi,Öl/Lwd.,1864-1916,Vilhelm,Landesmuseum;Vilhelm Hammershøi,raum,zimmer,wohnung,frau,fenster,allein,ruhig,melancholie,melancholisch,still,klavier,piano,einsamkeit;1864-1916,1901,30,allein,Einsamkeit,Fenster,Frau,Frauen,Hammershoi,Hammershøi,Hannover,Innenraum,Interieur,Klavier,Landesmuseum,Melancholie,melancholisch,Piano,Raum,ruhig,Still,Strandgade,Vilhelm,weiblich,Weibliche,Weiblicher,Weibliches,Wohnung,Zimmer;Hochformat;Hammershoi, Vilhelm;Hannover, Landesmuseum;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;41105;Meuse Bier (Bières de la Meuse). 1897;19. Jahrhundert,Mucha,Poster,Alphonse,Christie's Images Ltd,Alfons,1860-1939,Plakat,Plakatkunst,Farblithographie;plakat,plakatkunst,grafik,jugendstil,mucha,alfons mucha,werbung,bier,bierwerbung,frau,haare,blumen,bierglas,lithographie,alkohol;1860-1939,1897,19,Alfons,Alkohol,Alphonse,Bier,Bieres,Bières,Bierglas,bierwerbung,Blume,Blumen,Christie's,de,Farblithographie,Frau,Frauen,Grafik,Haar,Haare,Images,Jahrhundert,Jugendstil,La,lange,langes,langhaarig,Lithografie,Lithographie,Ltd,Meuse,Mucha,Plakat,Plakatkunst,Poster,weiblich,Weibliche,Weiblicher,Weibliches,Werbung;Hochformat;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
Christie's Images Ltd/ARTOTHEK;41003;Mädchen mit blauen Augen und einem Zopf. Um 1916;Öl,Alexej von,Christie's Images Ltd,auf mit Leinen bezogenem Papier,Jawlensky,20. Jahrhundert,aufgelegt auf Karton,1864-1941;jawlensky,alexej von,mädchen,frau,porträt,zopf,haar,lange haare,bunt,farbenfroh;1864-1941,1916,20,Alexei,Alexej,auf,aufgelegt,Augen,bezogenem,Bildnis,blauen,bunt,einem,farbenfroh,Frau,Frauen,Haar,Haare,Jawlensky,Karton,lange,langes,langhaarig,Leinen,Mädchen,Maedchen,mit,Öl,Papier,Portraet,Portrait,Porträt,Um,und,von,weiblich,Weibliche,Weiblicher,Weibliches,Zopf;Hochformat;Jawlensky, Alexej von;Christie's Images Ltd;Öl;
Landesmuseum Hannover/ARTOTHEK;40700;Ziege im Hausgarten. Um 1903/05.;Ende,Hannover,Öl/Lwd.,Hans am,1864-1918,Landesmuseum;hans am ende,ziege,wiese,garten,grasend,worpswede,haus,sonnenlicht,sonnig,deutsch;1864-1918,1903/05,am,Deutsch,Deutsche,deutschem,deutschen,Deutscher,Deutsches,Deutschland,Ende,Garten,grasend,Hannover,Hans,Haus,Hausgarten,im,Jean,Landesmuseum,Öl/Lwd,Sonnenlicht,Sonnenschein,sonnig,Um,Wiese,Worpswede,Ziege;Querformat;Ende, Hans am;Hannover, Landesmuseum;Öl/Lwd.;
Christie's Images Ltd/ARTOTHEK;40240;Krajinska Vystava V Ivancicich. 1912;Mucha,Poster,Alphonse,Christie's Images Ltd,Alfons,1860-1939,Plakat,Plakatkunst,20. Jahrhundert,Farblithographie;plakat,grafik,lithographie,jugendstil,alphonse,alfons,mucha,mädchen,tracht,trachten,fest,feier,tradition,volksfest;1860-1939,1912,20,Alfons,Alphonse,Farblithographie,Feier,Fest,Grafik,Ivancicich,Jugendstil,Krajinska,Lithografie,Lithographie,Mädchen,Maedchen,Mucha,Plakat,Plakatkunst,Poster,Tracht,Trachten,Tradition,v,Volksfest,Vystava;Hochformat;Mucha, Alfons;Christie's Images Ltd;Farblithographie;
